k,L_over_R,s_M4,s_M9,s_M15
0.003700985200,0.000135180756,0.003700985200,0.003700985200,0.003700985200
0.003725985100,0.000137013114,0.003725985100,0.003725985100,0.003725985100
0.003750985000,0.000138857806,0.003750985000,0.003750985000,0.003750985000
0.003775984900,0.000140714830,0.003775984900,0.003775984900,0.003775984900
0.003800984800,0.000142584189,0.003800984800,0.003800984800,0.003800984800
0.003825984700,0.000144465880,0.003825984700,0.003825984700,0.003825984700
0.003850984600,0.000146359905,0.003850984600,0.003850984600,0.003850984600
0.003875984500,0.000148266264,0.003875984500,0.003875984500,0.003875984500
0.003900984400,0.000150184955,0.003900984400,0.003900984400,0.003900984400
0.003925984300,0.000152115980,0.003925984300,0.003925984300,0.003925984300
0.003950984200,0.000154059338,0.003950984200,0.003950984200,0.003950984200
0.003975984100,0.000156015029,0.003975984100,0.003975984100,0.003975984100
0.004000984000,0.000157983053,0.004000984000,0.004000984000,0.004000984000
0.004025983900,0.000159963410,0.004025983900,0.004025983900,0.004025983900
0.004050983800,0.000161956100,0.004050983800,0.004050983800,0.004050983800
0.004075983700,0.000163961123,0.004075983700,0.004075983700,0.004075983700
0.004100983600,0.000165978479,0.004100983600,0.004100983600,0.004100983600
0.004125983500,0.000168008168,0.004125983500,0.004125983500,0.004125983500
0.004150983400,0.000170050189,0.004150983400,0.004150983400,0.004150983400
0.004175983300,0.000172104543,0.004175983300,0.004175983300,0.004175983300
0.004200983200,0.000174171230,0.004200983200,0.004200983200,0.004200983200
0.004225983100,0.000176250250,0.004225983100,0.004225983100,0.004225983100
0.004250983000,0.000178341602,0.004250983000,0.004250983000,0.004250983000
0.004275982900,0.000180445286,0.004275982900,0.004275982900,0.004275982900
0.004300982800,0.000182561303,0.004300982800,0.004300982800,0.004300982800
0.004325982700,0.000184689652,0.004325982700,0.004325982700,0.004325982700
0.004350982600,0.000186830334,0.004350982600,0.004350982600,0.004350982600
0.004375982500,0.000188983348,0.004375982500,0.004375982500,0.004375982500
0.004400982400,0.000191148694,0.004400982400,0.004400982400,0.004400982400
0.004425982300,0.000193326373,0.004425982300,0.004425982300,0.004425982300
0.004450982200,0.000195516383,0.004450982200,0.004450982200,0.004450982200
0.004475982100,0.000197718726,0.004475982100,0.004475982100,0.004475982100
0.004500982000,0.000199933400,0.004500982000,0.004500982000,0.004500982000
0.004525981900,0.000202160407,0.004525981900,0.004525981900,0.004525981900
0.004550981800,0.000204399745,0.004550981800,0.004550981800,0.004550981800
0.004575981700,0.000206651416,0.004575981700,0.004575981700,0.004575981700
0.004600981600,0.000208915418,0.004600981600,0.004600981600,0.004600981600
0.004625981500,0.000211191752,0.004625981500,0.004625981500,0.004625981500
0.004650981400,0.000213480418,0.004650981400,0.004650981400,0.004650981400
0.004675981300,0.000215781415,0.004675981300,0.004675981300,0.004675981300
0.004700981200,0.000218094744,0.004700981200,0.004700981200,0.004700981200
0.004725981100,0.000220420404,0.004725981100,0.004725981100,0.004725981100
0.004750981000,0.000222758396,0.004750981000,0.004750981000,0.004750981000
0.004775980900,0.000225108719,0.004775980900,0.004775980900,0.004775980900
0.004800980800,0.000227471374,0.004800980800,0.004800980800,0.004800980800
0.004825980700,0.000229846360,0.004825980700,0.004825980700,0.004825980700
0.004850980600,0.000232233677,0.004850980600,0.004850980600,0.004850980600
0.004875980500,0.000234633326,0.004875980500,0.004875980500,0.004875980500
0.004900980400,0.000237045305,0.004900980400,0.004900980400,0.004900980400
0.004925980300,0.000239469616,0.004925980300,0.004925980300,0.004925980300
0.004950980200,0.000241906257,0.004950980200,0.004950980200,0.004950980200
0.004975980100,0.000244355229,0.004975980100,0.004975980100,0.004975980100
0.005000980000,0.000246816533,0.005000980000,0.005000980000,0.005000980000
0.005025979900,0.000249290167,0.005025979900,0.005025979900,0.005025979900
0.005050979800,0.000251776132,0.005050979800,0.005050979800,0.005050979800
0.005075979700,0.000254274427,0.005075979700,0.005075979700,0.005075979700
0.005100979600,0.000256785054,0.005100979600,0.005100979600,0.005100979600
0.005125979500,0.000259308011,0.005125979500,0.005125979500,0.005125979500
0.005150979400,0.000261843298,0.005150979400,0.005150979400,0.005150979400
0.005175979300,0.000264390916,0.005175979300,0.005175979300,0.005175979300
0.005200979200,0.000266950864,0.005200979200,0.005200979200,0.005200979200
0.005225979100,0.000269523142,0.005225979100,0.005225979100,0.005225979100
0.005250979000,0.000272107751,0.005250979000,0.005250979000,0.005250979000
0.005275978900,0.000274704690,0.005275978900,0.005275978900,0.005275978900
0.005300978800,0.000277313959,0.005300978800,0.005300978800,0.005300978800
0.005325978700,0.000279935558,0.005325978700,0.005325978700,0.005325978700
0.005350978600,0.000282569487,0.005350978600,0.005350978600,0.005350978600
0.005375978500,0.000285215746,0.005375978500,0.005375978500,0.005375978500
0.005400978400,0.000287874335,0.005400978400,0.005400978400,0.005400978400
0.005425978300,0.000290545254,0.005425978300,0.005425978300,0.005425978300
0.005450978200,0.000293228502,0.005450978200,0.005450978200,0.005450978200
0.005475978100,0.000295924080,0.005475978100,0.005475978100,0.005475978100
0.005500978000,0.000298631988,0.005500978000,0.005500978000,0.005500978000
0.005525977900,0.000301352225,0.005525977900,0.005525977900,0.005525977900
0.005550977800,0.000304084792,0.005550977800,0.005550977800,0.005550977800
0.005575977700,0.000306829688,0.005575977700,0.005575977700,0.005575977700
0.005600977600,0.000309586914,0.005600977600,0.005600977600,0.005600977600
0.005625977500,0.000312356468,0.005625977500,0.005625977500,0.005625977500
0.005650977400,0.000315138352,0.005650977400,0.005650977400,0.005650977400
0.005675977300,0.000317932565,0.005675977300,0.005675977300,0.005675977300
0.005700977200,0.000320739108,0.005700977200,0.005700977200,0.005700977200
0.005725977100,0.000323557979,0.005725977100,0.005725977100,0.005725977100
0.005750977000,0.000326389179,0.005750977000,0.005750977000,0.005750977000
0.005775976900,0.000329232708,0.005775976900,0.005775976900,0.005775976900
0.005800976800,0.000332088565,0.005800976800,0.005800976800,0.005800976800
0.005825976700,0.000334956752,0.005825976700,0.005825976700,0.005825976700
0.005850976600,0.000337837267,0.005850976600,0.005850976600,0.005850976600
0.005875976500,0.000340730110,0.005875976500,0.005875976500,0.005875976500
0.005900976400,0.000343635283,0.005900976400,0.005900976400,0.005900976400
0.005925976300,0.000346552783,0.005925976300,0.005925976300,0.005925976300
0.005950976200,0.000349482612,0.005950976200,0.005950976200,0.005950976200
0.005975976100,0.000352424769,0.005975976100,0.005975976100,0.005975976100
0.006000976000,0.000355379255,0.006000976000,0.006000976000,0.006000976000
0.006025975900,0.000358346068,0.006025975900,0.006025975900,0.006025975900
0.006050975800,0.000361325210,0.006050975800,0.006050975800,0.006050975800
0.006075975700,0.000364316679,0.006075975700,0.006075975700,0.006075975700
0.006100975600,0.000367320477,0.006100975600,0.006100975600,0.006100975600
0.006125975500,0.000370336602,0.006125975500,0.006125975500,0.006125975500
0.006150975400,0.000373365055,0.006150975400,0.006150975400,0.006150975400
0.006175975300,0.000376405836,0.006175975300,0.006175975300,0.006175975300
0.006200975200,0.000379458944,0.006200975200,0.006200975200,0.006200975200
0.006225975100,0.000382524380,0.006225975100,0.006225975100,0.006225975100
0.006250975000,0.000385602144,0.006250975000,0.006250975000,0.006250975000
0.006275974900,0.000388692235,0.006275974900,0.006275974900,0.006275974900
0.006300974800,0.000391794653,0.006300974800,0.006300974800,0.006300974800
0.006325974700,0.000394909398,0.006325974700,0.006325974700,0.006325974700
0.006350974600,0.000398036471,0.006350974600,0.006350974600,0.006350974600
0.006375974500,0.000401175870,0.006375974500,0.006375974500,0.006375974500
0.006400974400,0.000404327597,0.006400974400,0.006400974400,0.006400974400
0.006425974300,0.000407491651,0.006425974300,0.006425974300,0.006425974300
0.006450974200,0.000410668031,0.006450974200,0.006450974200,0.006450974200
0.006475974100,0.000413856738,0.006475974100,0.006475974100,0.006475974100
0.006500974000,0.000417057772,0.006500974000,0.006500974000,0.006500974000
0.006525973900,0.000420271133,0.006525973900,0.006525973900,0.006525973900
0.006550973800,0.000423496820,0.006550973800,0.006550973800,0.006550973800
0.006575973700,0.000426734833,0.006575973700,0.006575973700,0.006575973700
0.006600973600,0.000429985173,0.006600973600,0.006600973600,0.006600973600
0.006625973500,0.000433247839,0.006625973500,0.006625973500,0.006625973500
0.006650973400,0.000436522832,0.006650973400,0.006650973400,0.006650973400
0.006675973300,0.000439810150,0.006675973300,0.006675973300,0.006675973300
0.006700973200,0.000443109795,0.006700973200,0.006700973200,0.006700973200
0.006725973100,0.000446421766,0.006725973100,0.006725973100,0.006725973100
0.006750973000,0.000449746062,0.006750973000,0.006750973000,0.006750973000
0.006775972900,0.000453082684,0.006775972900,0.006775972900,0.006775972900
0.006800972800,0.000456431632,0.006800972800,0.006800972800,0.006800972800
0.006825972700,0.000459792906,0.006825972700,0.006825972700,0.006825972700
0.006850972600,0.000463166505,0.006850972600,0.006850972600,0.006850972600
0.006875972500,0.000466552430,0.006875972500,0.006875972500,0.006875972500
0.006900972400,0.000469950680,0.006900972400,0.006900972400,0.006900972400
0.006925972300,0.000473361255,0.006925972300,0.006925972300,0.006925972300
0.006950972200,0.000476784156,0.006950972200,0.006950972200,0.006950972200
0.006975972100,0.000480219382,0.006975972100,0.006975972100,0.006975972100
0.007000972000,0.000483666933,0.007000972000,0.007000972000,0.007000972000
0.007025971900,0.000487126808,0.007025971900,0.007025971900,0.007025971900
0.007050971800,0.000490599009,0.007050971800,0.007050971800,0.007050971800
0.007075971700,0.000494083534,0.007075971700,0.007075971700,0.007075971700
0.007100971600,0.000497580385,0.007100971600,0.007100971600,0.007100971600
0.007125971500,0.000501089560,0.007125971500,0.007125971500,0.007125971500
0.007150971400,0.000504611059,0.007150971400,0.007150971400,0.007150971400
0.007175971300,0.000508144883,0.007175971300,0.007175971300,0.007175971300
0.007200971200,0.000511691031,0.007200971200,0.007200971200,0.007200971200
0.007225971100,0.000515249503,0.007225971100,0.007225971100,0.007225971100
0.007250971000,0.000518820300,0.007250971000,0.007250971000,0.007250971000
0.007275970900,0.000522403421,0.007275970900,0.007275970900,0.007275970900
0.007300970800,0.000525998866,0.007300970800,0.007300970800,0.007300970800
0.007325970700,0.000529606634,0.007325970700,0.007325970700,0.007325970700
0.007350970600,0.000533226727,0.007350970600,0.007350970600,0.007350970600
0.007375970500,0.000536859143,0.007375970500,0.007375970500,0.007375970500
0.007400970400,0.000540503883,0.007400970400,0.007400970400,0.007400970400
0.007425970300,0.000544160947,0.007425970300,0.007425970300,0.007425970300
0.007450970200,0.000547830334,0.007450970200,0.007450970200,0.007450970200
0.007475970100,0.000551512044,0.007475970100,0.007475970100,0.007475970100
0.007500970000,0.000555206078,0.007500970000,0.007500970000,0.007500970000
0.007525969900,0.000558912435,0.007525969900,0.007525969900,0.007525969900
0.007550969800,0.000562631115,0.007550969800,0.007550969800,0.007550969800
0.007575969700,0.000566362118,0.007575969700,0.007575969700,0.007575969700
0.007600969600,0.000570105444,0.007600969600,0.007600969600,0.007600969600
0.007625969500,0.000573861093,0.007625969500,0.007625969500,0.007625969500
0.007650969400,0.000577629064,0.007650969400,0.007650969400,0.007650969400
0.007675969300,0.000581409359,0.007675969300,0.007675969300,0.007675969300
0.007700969200,0.000585201975,0.007700969200,0.007700969200,0.007700969200
0.007725969100,0.000589006915,0.007725969100,0.007725969100,0.007725969100
0.007750969000,0.000592824176,0.007750969000,0.007750969000,0.007750969000
0.007775968900,0.000596653760,0.007775968900,0.007775968900,0.007775968900
0.007800968800,0.000600495666,0.007800968800,0.007800968800,0.007800968800
0.007825968700,0.000604349894,0.007825968700,0.007825968700,0.007825968700
0.007850968600,0.000608216445,0.007850968600,0.007850968600,0.007850968600
0.007875968500,0.000612095317,0.007875968500,0.007875968500,0.007875968500
0.007900968400,0.000615986511,0.007900968400,0.007900968400,0.007900968400
0.007925968300,0.000619890026,0.007925968300,0.007925968300,0.007925968300
0.007950968200,0.000623805863,0.007950968200,0.007950968200,0.007950968200
0.007975968100,0.000627734022,0.007975968100,0.007975968100,0.007975968100
0.008000968000,0.000631674502,0.008000968000,0.008000968000,0.008000968000
0.008025967900,0.000635627304,0.008025967900,0.008025967900,0.008025967900
0.008050967800,0.000639592426,0.008050967800,0.008050967800,0.008050967800
0.008075967700,0.000643569870,0.008075967700,0.008075967700,0.008075967700
0.008100967600,0.000647559635,0.008100967600,0.008100967600,0.008100967600
0.008125967500,0.000651561721,0.008125967500,0.008125967500,0.008125967500
0.008150967400,0.000655576127,0.008150967400,0.008150967400,0.008150967400
0.008175967300,0.000659602855,0.008175967300,0.008175967300,0.008175967300
0.008200967200,0.000663641903,0.008200967200,0.008200967200,0.008200967200
0.008225967100,0.000667693271,0.008225967100,0.008225967100,0.008225967100
0.008250967000,0.000671756960,0.008250967000,0.008250967000,0.008250967000
0.008275966900,0.000675832969,0.008275966900,0.008275966900,0.008275966900
0.008300966800,0.000679921299,0.008300966800,0.008300966800,0.008300966800
0.008325966700,0.000684021949,0.008325966700,0.008325966700,0.008325966700
0.008350966600,0.000688134918,0.008350966600,0.008350966600,0.008350966600
0.008375966500,0.000692260208,0.008375966500,0.008375966500,0.008375966500
0.008400966400,0.000696397817,0.008400966400,0.008400966400,0.008400966400
0.008425966300,0.000700547746,0.008425966300,0.008425966300,0.008425966300
0.008450966200,0.000704709995,0.008450966200,0.008450966200,0.008450966200
0.008475966100,0.000708884563,0.008475966100,0.008475966100,0.008475966100
0.008500966000,0.000713071451,0.008500966000,0.008500966000,0.008500966000
0.008525965900,0.000717270658,0.008525965900,0.008525965900,0.008525965900
0.008550965800,0.000721482184,0.008550965800,0.008550965800,0.008550965800
0.008575965700,0.000725706030,0.008575965700,0.008575965700,0.008575965700
0.008600965600,0.000729942194,0.008600965600,0.008600965600,0.008600965600
0.008625965500,0.000734190677,0.008625965500,0.008625965500,0.008625965500
0.008650965400,0.000738451479,0.008650965400,0.008650965400,0.008650965400
0.008675965300,0.000742724600,0.008675965300,0.008675965300,0.008675965300
0.008700965200,0.000747010039,0.008700965200,0.008700965200,0.008700965200
0.008725965100,0.000751307797,0.008725965100,0.008725965100,0.008725965100
0.008750965000,0.000755617873,0.008750965000,0.008750965000,0.008750965000
0.008775964900,0.000759940267,0.008775964900,0.008775964900,0.008775964900
0.008800964800,0.000764274980,0.008800964800,0.008800964800,0.008800964800
0.008825964700,0.000768622010,0.008825964700,0.008825964700,0.008825964700
0.008850964600,0.000772981359,0.008850964600,0.008850964600,0.008850964600
0.008875964500,0.000777353025,0.008875964500,0.008875964500,0.008875964500
0.008900964400,0.000781737009,0.008900964400,0.008900964400,0.008900964400
0.008925964300,0.000786133311,0.008925964300,0.008925964300,0.008925964300
0.008950964200,0.000790541930,0.008950964200,0.008950964200,0.008950964200
0.008975964100,0.000794962867,0.008975964100,0.008975964100,0.008975964100
0.009000964000,0.000799396121,0.009000964000,0.009000964000,0.009000964000
0.009025963900,0.000803841692,0.009025963900,0.009025963900,0.009025963900
0.009050963800,0.000808299580,0.009050963800,0.009050963800,0.009050963800
0.009075963700,0.000812769785,0.009075963700,0.009075963700,0.009075963700
0.009100963600,0.000817252307,0.009100963600,0.009100963600,0.009100963600
0.009125963500,0.000821747146,0.009125963500,0.009125963500,0.009125963500
0.009150963400,0.000826254301,0.009150963400,0.009150963400,0.009150963400
0.009175963300,0.000830773773,0.009175963300,0.009175963300,0.009175963300
0.009200963200,0.000835305561,0.009200963200,0.009200963200,0.009200963200
0.009225963100,0.000839849666,0.009225963100,0.009225963100,0.009225963100
0.009250963000,0.000844406087,0.009250963000,0.009250963000,0.009250963000
0.009275962900,0.000848974824,0.009275962900,0.009275962900,0.009275962900
0.009300962800,0.000853555876,0.009300962800,0.009300962800,0.009300962800
0.009325962700,0.000858149245,0.009325962700,0.009325962700,0.009325962700
0.009350962600,0.000862754929,0.009350962600,0.009350962600,0.009350962600
0.009375962500,0.000867372929,0.009375962500,0.009375962500,0.009375962500
0.009400962400,0.000872003245,0.009400962400,0.009400962400,0.009400962400
0.009425962300,0.000876645876,0.009425962300,0.009425962300,0.009425962300
0.009450962200,0.000881300822,0.009450962200,0.009450962200,0.009450962200
0.009475962100,0.000885968083,0.009475962100,0.009475962100,0.009475962100
0.009500962000,0.000890647660,0.009500962000,0.009500962000,0.009500962000
0.009525961900,0.000895339551,0.009525961900,0.009525961900,0.009525961900
0.009550961800,0.000900043757,0.009550961800,0.009550961800,0.009550961800
0.009575961700,0.000904760278,0.009575961700,0.009575961700,0.009575961700
0.009600961600,0.000909489113,0.009600961600,0.009600961600,0.009600961600
0.009625961500,0.000914230263,0.009625961500,0.009625961500,0.009625961500
0.009650961400,0.000918983727,0.009650961400,0.009650961400,0.009650961400
0.009675961300,0.000923749506,0.009675961300,0.009675961300,0.009675961300
0.009700961200,0.000928527598,0.009700961200,0.009700961200,0.009700961200
0.009725961100,0.000933318005,0.009725961100,0.009725961100,0.009725961100
0.009750961000,0.000938120725,0.009750961000,0.009750961000,0.009750961000
0.009775960900,0.000942935759,0.009775960900,0.009775960900,0.009775960900
0.009800960800,0.000947763107,0.009800960800,0.009800960800,0.009800960800
0.009825960700,0.000952602769,0.009825960700,0.009825960700,0.009825960700
0.009850960600,0.000957454743,0.009850960600,0.009850960600,0.009850960600
0.009875960500,0.000962319031,0.009875960500,0.009875960500,0.009875960500
0.009900960400,0.000967195633,0.009900960400,0.009900960400,0.009900960400
0.009925960300,0.000972084547,0.009925960300,0.009925960300,0.009925960300
