k,L_over_R,s_M4,s_M9,s_M15
0.000001000000,0.000000000010,0.000001000000,0.000001000000,0.000001000000
0.000025999900,0.000000006672,0.000025999900,0.000025999900,0.000025999900
0.000050999800,0.000000025671,0.000050999800,0.000050999800,0.000050999800
0.000075999700,0.000000057006,0.000075999700,0.000075999700,0.000075999700
0.000100999600,0.000000100679,0.000100999600,0.000100999600,0.000100999600
0.000125999500,0.000000156689,0.000125999500,0.000125999500,0.000125999500
0.000150999400,0.000000225035,0.000150999400,0.000150999400,0.000150999400
0.000175999300,0.000000305718,0.000175999300,0.000175999300,0.000175999300
0.000200999200,0.000000398739,0.000200999200,0.000200999200,0.000200999200
0.000225999100,0.000000504096,0.000225999100,0.000225999100,0.000225999100
0.000250999000,0.000000621790,0.000250999000,0.000250999000,0.000250999000
0.000275998900,0.000000751821,0.000275998900,0.000275998900,0.000275998900
0.000300998800,0.000000894189,0.000300998800,0.000300998800,0.000300998800
0.000325998700,0.000001048893,0.000325998700,0.000325998700,0.000325998700
0.000350998600,0.000001215935,0.000350998600,0.000350998600,0.000350998600
0.000375998500,0.000001395313,0.000375998500,0.000375998500,0.000375998500
0.000400998400,0.000001587029,0.000400998400,0.000400998400,0.000400998400
0.000425998300,0.000001791081,0.000425998300,0.000425998300,0.000425998300
0.000450998200,0.000002007470,0.000450998200,0.000450998200,0.000450998200
0.000475998100,0.000002236196,0.000475998100,0.000475998100,0.000475998100
0.000500998000,0.000002477259,0.000500998000,0.000500998000,0.000500998000
0.000525997900,0.000002730658,0.000525997900,0.000525997900,0.000525997900
0.000550997800,0.000002996395,0.000550997800,0.000550997800,0.000550997800
0.000575997700,0.000003274468,0.000575997700,0.000575997700,0.000575997700
0.000600997600,0.000003564878,0.000600997600,0.000600997600,0.000600997600
0.000625997500,0.000003867625,0.000625997500,0.000625997500,0.000625997500
0.000650997400,0.000004182709,0.000650997400,0.000650997400,0.000650997400
0.000675997300,0.000004510130,0.000675997300,0.000675997300,0.000675997300
0.000700997200,0.000004849887,0.000700997200,0.000700997200,0.000700997200
0.000725997100,0.000005201981,0.000725997100,0.000725997100,0.000725997100
0.000750997000,0.000005566412,0.000750997000,0.000750997000,0.000750997000
0.000775996900,0.000005943180,0.000775996900,0.000775996900,0.000775996900
0.000800996800,0.000006332284,0.000800996800,0.000800996800,0.000800996800
0.000825996700,0.000006733725,0.000825996700,0.000825996700,0.000825996700
0.000850996600,0.000007147503,0.000850996600,0.000850996600,0.000850996600
0.000875996500,0.000007573618,0.000875996500,0.000875996500,0.000875996500
0.000900996400,0.000008012069,0.000900996400,0.000900996400,0.000900996400
0.000925996300,0.000008462857,0.000925996300,0.000925996300,0.000925996300
0.000950996200,0.000008925982,0.000950996200,0.000950996200,0.000950996200
0.000975996100,0.000009401444,0.000975996100,0.000975996100,0.000975996100
0.001000996000,0.000009889242,0.001000996000,0.001000996000,0.001000996000
0.001025995900,0.000010389377,0.001025995900,0.001025995900,0.001025995900
0.001050995800,0.000010901848,0.001050995800,0.001050995800,0.001050995800
0.001075995700,0.000011426656,0.001075995700,0.001075995700,0.001075995700
0.001100995600,0.000011963801,0.001100995600,0.001100995600,0.001100995600
0.001125995500,0.000012513282,0.001125995500,0.001125995500,0.001125995500
0.001150995400,0.000013075100,0.001150995400,0.001150995400,0.001150995400
0.001175995300,0.000013649255,0.001175995300,0.001175995300,0.001175995300
0.001200995200,0.000014235746,0.001200995200,0.001200995200,0.001200995200
0.001225995100,0.000014834574,0.001225995100,0.001225995100,0.001225995100
0.001250995000,0.000015445738,0.001250995000,0.001250995000,0.001250995000
0.001275994900,0.000016069238,0.001275994900,0.001275994900,0.001275994900
0.001300994800,0.000016705076,0.001300994800,0.001300994800,0.001300994800
0.001325994700,0.000017353249,0.001325994700,0.001325994700,0.001325994700
0.001350994600,0.000018013760,0.001350994600,0.001350994600,0.001350994600
0.001375994500,0.000018686606,0.001375994500,0.001375994500,0.001375994500
0.001400994400,0.000019371789,0.001400994400,0.001400994400,0.001400994400
0.001425994300,0.000020069309,0.001425994300,0.001425994300,0.001425994300
0.001450994200,0.000020779165,0.001450994200,0.001450994200,0.001450994200
0.001475994100,0.000021501357,0.001475994100,0.001475994100,0.001475994100
0.001500994000,0.000022235886,0.001500994000,0.001500994000,0.001500994000
0.001525993900,0.000022982751,0.001525993900,0.001525993900,0.001525993900
0.001550993800,0.000023741953,0.001550993800,0.001550993800,0.001550993800
0.001575993700,0.000024513490,0.001575993700,0.001575993700,0.001575993700
0.001600993600,0.000025297364,0.001600993600,0.001600993600,0.001600993600
0.001625993500,0.000026093575,0.001625993500,0.001625993500,0.001625993500
0.001650993400,0.000026902121,0.001650993400,0.001650993400,0.001650993400
0.001675993300,0.000027723004,0.001675993300,0.001675993300,0.001675993300
0.001700993200,0.000028556223,0.001700993200,0.001700993200,0.001700993200
0.001725993100,0.000029401778,0.001725993100,0.001725993100,0.001725993100
0.001750993000,0.000030259670,0.001750993000,0.001750993000,0.001750993000
0.001775992900,0.000031129897,0.001775992900,0.001775992900,0.001775992900
0.001800992800,0.000032012461,0.001800992800,0.001800992800,0.001800992800
0.001825992700,0.000032907361,0.001825992700,0.001825992700,0.001825992700
0.001850992600,0.000033814597,0.001850992600,0.001850992600,0.001850992600
0.001875992500,0.000034734169,0.001875992500,0.001875992500,0.001875992500
0.001900992400,0.000035666077,0.001900992400,0.001900992400,0.001900992400
0.001925992300,0.000036610321,0.001925992300,0.001925992300,0.001925992300
0.001950992200,0.000037566901,0.001950992200,0.001950992200,0.001950992200
0.001975992100,0.000038535817,0.001975992100,0.001975992100,0.001975992100
0.002000992000,0.000039517069,0.002000992000,0.002000992000,0.002000992000
0.002025991900,0.000040510657,0.002025991900,0.002025991900,0.002025991900
0.002050991800,0.000041516581,0.002050991800,0.002050991800,0.002050991800
0.002075991700,0.000042534841,0.002075991700,0.002075991700,0.002075991700
0.002100991600,0.000043565437,0.002100991600,0.002100991600,0.002100991600
0.002125991500,0.000044608368,0.002125991500,0.002125991500,0.002125991500
0.002150991400,0.000045663635,0.002150991400,0.002150991400,0.002150991400
0.002175991300,0.000046731238,0.002175991300,0.002175991300,0.002175991300
0.002200991200,0.000047811177,0.002200991200,0.002200991200,0.002200991200
0.002225991100,0.000048903452,0.002225991100,0.002225991100,0.002225991100
0.002250991000,0.000050008062,0.002250991000,0.002250991000,0.002250991000
0.002275990900,0.000051125008,0.002275990900,0.002275990900,0.002275990900
0.002300990800,0.000052254289,0.002300990800,0.002300990800,0.002300990800
0.002325990700,0.000053395906,0.002325990700,0.002325990700,0.002325990700
0.002350990600,0.000054549859,0.002350990600,0.002350990600,0.002350990600
0.002375990500,0.000055716147,0.002375990500,0.002375990500,0.002375990500
0.002400990400,0.000056894771,0.002400990400,0.002400990400,0.002400990400
0.002425990300,0.000058085731,0.002425990300,0.002425990300,0.002425990300
0.002450990200,0.000059289025,0.002450990200,0.002450990200,0.002450990200
0.002475990100,0.000060504656,0.002475990100,0.002475990100,0.002475990100
0.002500990000,0.000061732621,0.002500990000,0.002500990000,0.002500990000
0.002525989900,0.000062972922,0.002525989900,0.002525989900,0.002525989900
0.002550989800,0.000064225559,0.002550989800,0.002550989800,0.002550989800
0.002575989700,0.000065490531,0.002575989700,0.002575989700,0.002575989700
0.002600989600,0.000066767838,0.002600989600,0.002600989600,0.002600989600
0.002625989500,0.000068057480,0.002625989500,0.002625989500,0.002625989500
0.002650989400,0.000069359457,0.002650989400,0.002650989400,0.002650989400
0.002675989300,0.000070673770,0.002675989300,0.002675989300,0.002675989300
0.002700989200,0.000072000418,0.002700989200,0.002700989200,0.002700989200
0.002725989100,0.000073339401,0.002725989100,0.002725989100,0.002725989100
0.002750989000,0.000074690719,0.002750989000,0.002750989000,0.002750989000
0.002775988900,0.000076054372,0.002775988900,0.002775988900,0.002775988900
0.002800988800,0.000077430360,0.002800988800,0.002800988800,0.002800988800
0.002825988700,0.000078818684,0.002825988700,0.002825988700,0.002825988700
0.002850988600,0.000080219342,0.002850988600,0.002850988600,0.002850988600
0.002875988500,0.000081632335,0.002875988500,0.002875988500,0.002875988500
0.002900988400,0.000083057663,0.002900988400,0.002900988400,0.002900988400
0.002925988300,0.000084495326,0.002925988300,0.002925988300,0.002925988300
0.002950988200,0.000085945323,0.002950988200,0.002950988200,0.002950988200
0.002975988100,0.000087407656,0.002975988100,0.002975988100,0.002975988100
0.003000988000,0.000088882323,0.003000988000,0.003000988000,0.003000988000
0.003025987900,0.000090369325,0.003025987900,0.003025987900,0.003025987900
0.003050987800,0.000091868661,0.003050987800,0.003050987800,0.003050987800
0.003075987700,0.000093380332,0.003075987700,0.003075987700,0.003075987700
0.003100987600,0.000094904338,0.003100987600,0.003100987600,0.003100987600
0.003125987500,0.000096440679,0.003125987500,0.003125987500,0.003125987500
0.003150987400,0.000097989354,0.003150987400,0.003150987400,0.003150987400
0.003175987300,0.000099550363,0.003175987300,0.003175987300,0.003175987300
0.003200987200,0.000101123707,0.003200987200,0.003200987200,0.003200987200
0.003225987100,0.000102709385,0.003225987100,0.003225987100,0.003225987100
0.003250987000,0.000104307398,0.003250987000,0.003250987000,0.003250987000
0.003275986900,0.000105917745,0.003275986900,0.003275986900,0.003275986900
0.003300986800,0.000107540426,0.003300986800,0.003300986800,0.003300986800
0.003325986700,0.000109175441,0.003325986700,0.003325986700,0.003325986700
0.003350986600,0.000110822791,0.003350986600,0.003350986600,0.003350986600
0.003375986500,0.000112482475,0.003375986500,0.003375986500,0.003375986500
0.003400986400,0.000114154493,0.003400986400,0.003400986400,0.003400986400
0.003425986300,0.000115838845,0.003425986300,0.003425986300,0.003425986300
0.003450986200,0.000117535531,0.003450986200,0.003450986200,0.003450986200
0.003475986100,0.000119244551,0.003475986100,0.003475986100,0.003475986100
0.003500986000,0.000120965906,0.003500986000,0.003500986000,0.003500986000
0.003525985900,0.000122699594,0.003525985900,0.003525985900,0.003525985900
0.003550985800,0.000124445616,0.003550985800,0.003550985800,0.003550985800
0.003575985700,0.000126203971,0.003575985700,0.003575985700,0.003575985700
0.003600985600,0.000127974661,0.003600985600,0.003600985600,0.003600985600
0.003625985500,0.000129757684,0.003625985500,0.003625985500,0.003625985500
0.003650985400,0.000131553041,0.003650985400,0.003650985400,0.003650985400
0.003675985300,0.000133360732,0.003675985300,0.003675985300,0.003675985300
